zip,cbsa
20709,47900
20710,47900
20712,47900
20714,47900
20715,47900
20716,47900
20717,47900
20718,47900
20720,47900
20721,47900
20722,47900
20725,47900
20726,47900
20731,47900
20732,47900
20735,47900
20736,47900
20737,47900
20738,47900
20740,47900
20741,47900
20742,47900
20743,47900
20744,47900
20745,47900
20746,47900
20747,47900
20748,47900
20749,47900
20750,47900
20752,47900
20753,47900
20754,47900
20757,47900
20762,47900
20768,47900
20769,47900
20770,47900
20771,47900
20772,47900
20773,47900
20774,47900
20775,47900
20781,47900
20782,47900
20783,47900
20784,47900
20785,47900
20787,47900
20790,47900
20791,47900
20792,47900
20799,47900
20810,47900
20811,47900
20812,47900
20814,47900
20815,47900
20816,47900
20817,47900
20818,47900
20824,47900
20825,47900
20827,47900
20830,47900
20832,47900
20833,47900
20837,47900
20838,47900
20839,47900
20841,47900
20842,47900
20847,47900
20848,47900
20849,47900
20850,47900
20851,47900
20852,47900
20853,47900
20854,47900
20855,47900
20857,47900
20859,47900
20860,47900
20861,47900
20862,47900
20866,47900
20868,47900
20871,47900
20872,47900
20874,47900
20875,47900
20876,47900
20877,47900
20878,47900
20879,47900
20880,47900
20882,47900
20883,47900
20884,47900
20885,47900
20886,47900
20889,47900
20891,47900
20892,47900
20894,47900
20895,47900
20896,47900
20898,47900
20899,47900
20901,47900
20902,47900
20903,47900
20904,47900
20905,47900
20906,47900
20907,47900
20910,47900
20911,47900
20912,47900
20913,47900
20914,47900
20915,47900
20916,47900
20918,47900
20993,47900
21701,47900
21702,47900
21703,47900
21704,47900
21705,47900
21710,47900
21714,47900
21716,47900
21717,47900
21718,47900
21727,47900
21754,47900
21755,47900
21757,47900
21758,47900
21759,47900
21762,47900
21769,47900
21770,47900
21773,47900
21774,47900
21775,47900
21777,47900
21778,47900
21780,47900
21788,47900
21790,47900
21793,47900
21798,47900
21901,37980
21902,37980
21903,37980
21904,37980
21911,37980
21912,37980
21913,37980
21914,37980
21915,37980
21916,37980
21917,37980
21918,37980
21919,37980
21920,37980
21921,37980
21922,37980
21930,37980
22003,47900
22009,47900
22015,47900
22025,47900
22026,47900
22027,47900
22030,47900
22031,47900
22032,47900
22033,47900
22035,47900
22037,47900
22038,47900
22039,47900
22040,47900
22041,47900
22042,47900
22043,47900
22044,47900
22046,47900
22060,47900
22066,47900
22067,47900
22079,47900
22081,47900
22082,47900
22101,47900
22102,47900
22103,47900
22106,47900
22107,47900
22108,47900
22109,47900
22116,47900
22121,47900
22122,47900
22124,47900
22125,47900
22134,47900
22135,47900
22150,47900
22151,47900
22152,47900
22153,47900
22158,47900
22159,47900
22160,47900
22161,47900
22172,47900
22180,47900
22181,47900
22182,47900
22183,47900
22185,47900
22191,47900
22192,47900
22193,47900
22194,47900
22195,47900
22199,47900
22201,47900
22202,47900
22203,47900
22204,47900
22205,47900
22206,47900
22207,47900
22209,47900
22210,47900
22211,47900
22212,47900
22213,47900
22214,47900
22215,47900
22216,47900
22217,47900
22219,47900
22225,47900
22226,47900
22227,47900
22230,47900
22240,47900
22241,47900
22242,47900
22243,47900
22244,47900
22245,47900
22301,47900
22302,47900
22303,47900
22304,47900
22305,47900
22306,47900
22307,47900
22308,47900
22309,47900
22310,47900
22311,47900
22312,47900
22313,47900
22314,47900
22315,47900
22320,47900
22332,47900
22333,47900
22350,47900
22401,47900
22402,47900
22403,47900
22404,47900
22405,47900
22406,47900
22407,47900
22408,47900
22412,47900
22430,47900
22463,47900
22471,47900
22534,47900
22545,47900
22551,47900
22553,47900
22554,47900
22555,47900
22556,47900
22565,47900
22610,47900
22611,47900
22620,47900
22623,47900
22627,47900
22630,47900
22639,47900
22640,47900
22642,47900
22643,47900
22646,47900
22649,47900
22701,47900
22712,47900
22713,47900
22714,47900
22716,47900
22718,47900
22720,47900
22724,47900
22726,47900
22728,47900
22729,47900
22733,47900
22734,47900
22735,47900
22736,47900
22737,47900
22740,47900
22741,47900
22742,47900
22747,47900
22749,47900
25414,47900
25423,47900
25425,47900
25430,47900
25432,47900
25438,47900
25441,47900
25442,47900
25443,47900
25446,47900
30002,12060
30003,12060
30004,12060
30005,12060
30006,12060
30007,12060
30008,12060
30009,12060
30010,12060
30011,12060
30012,12060
30013,12060
30014,12060
30015,12060
30016,12060
30017,12060
30018,12060
30019,12060
30021,12060
30022,12060
30023,12060
30024,12060
30025,12060
30028,12060
30030,12060
30031,12060
30032,12060
30033,12060
30034,12060
30035,12060
30036,12060
30037,12060
30038,12060
30039,12060
30040,12060
30041,12060
30042,12060
30043,12060
30044,12060
30045,12060
30046,12060
30047,12060
30048,12060
30049,12060
30052,12060
30054,12060
30055,12060
30056,12060
30058,12060
30060,12060
30061,12060
30062,12060
30063,12060
30064,12060
30065,12060
30066,12060
30067,12060
30068,12060
30069,12060
30070,12060
30071,12060
30072,12060
30074,12060
30075,12060
30076,12060
30077,12060
30078,12060
30079,12060
30080,12060
30081,12060
30082,12060
30083,12060
30084,12060
30085,12060
30086,12060
30087,12060
30088,12060
30090,12060
30091,12060
30092,12060
30093,12060
30094,12060
30095,12060
30096,12060
30097,12060
30098,12060
30099,12060
30101,12060
30102,12060
30103,12060
30106,12060
30107,12060
30108,12060
30109,12060
30110,12060
30111,12060
30112,12060
30113,12060
30114,12060
30115,12060
30116,12060
30117,12060
30118,12060
30119,12060
30120,12060
30121,12060
30122,12060
30123,12060
30126,12060
30127,12060
30132,12060
30133,12060
30134,12060
30135,12060
30137,12060
30140,12060
30141,12060
30142,12060
30143,12060
30144,12060
30145,12060
30146,12060
30148,12060
30150,12060
30151,12060
30152,12060
30154,12060
30156,12060
30157,12060
30160,12060
30168,12060
30169,12060
30170,12060
30171,12060
30175,12060
30176,12060
30177,12060
30178,12060
30179,12060
30180,12060
30182,12060
30183,12060
30184,12060
30185,12060
30187,12060
30188,12060
30189,12060
30204,12060
30205,12060
30206,12060
30212,12060
30213,12060
30214,12060
30215,12060
30216,12060
30217,12060
30218,12060
30220,12060
30222,12060
30223,12060
30224,12060
30228,12060
30229,12060
30233,12060
30234,12060
30236,12060
30237,12060
30238,12060
30248,12060
30250,12060
30251,12060
30252,12060
30253,12060
30256,12060
30257,12060
30258,12060
30259,12060
30260,12060
30263,12060
30264,12060
30265,12060
30266,12060
30268,12060
30269,12060
30271,12060
30272,12060
30273,12060
30274,12060
30275,12060
30276,12060
30277,12060
30281,12060
30284,12060
30287,12060
30288,12060
30289,12060
30290,12060
30291,12060
30292,12060
30293,12060
30294,12060
30295,12060
30296,12060
30297,12060
30298,12060
30301,12060
30302,12060
30303,12060
30304,12060
30305,12060
30306,12060
30307,12060
30308,12060
30309,12060
30310,12060
30311,12060
30312,12060
30313,12060
30314,12060
30315,12060
30316,12060
30317,12060
30318,12060
30319,12060
30320,12060
30321,12060
30322,12060
30324,12060
30325,12060
30326,12060
30327,12060
30328,12060
30329,12060
30331,12060
30332,12060
30333,12060
30334,12060
30336,12060
30337,12060
30338,12060
30339,12060
30340,12060
30341,12060
30342,12060
30343,12060
30344,12060
30345,12060
30346,12060
30349,12060
30350,12060
30354,12060
30355,12060
30356,12060
30357,12060
30358,12060
30359,12060
30360,12060
30361,12060
30362,12060
30363,12060
30364,12060
30366,12060
30368,12060
30369,12060
30377,12060
30378,12060
30380,12060
30385,12060
30388,12060
30396,12060
30398,12060
30515,12060
30518,12060
30519,12060
30534,12060
30620,12060
30623,12060
30625,12060
30641,12060
30650,12060
30655,12060
30656,12060
30663,12060
30666,12060
30680,12060
31038,12060
31064,12060
31085,12060
31106,12060
31107,12060
31119,12060
31126,12060
31131,12060
31136,12060
31139,12060
31141,12060
31145,12060
31146,12060
31150,12060
31156,12060
31169,12060
31816,12060
31830,12060
33002,33100
33004,33100
33008,33100
33009,33100
33010,33100
33011,33100
33012,33100
33013,33100
33014,33100
33015,33100
33016,33100
33017,33100
33018,33100
33019,33100
33020,33100
33021,33100
33022,33100
33023,33100
33024,33100
33025,33100
33026,33100
33027,33100
33028,33100
33029,33100
33030,33100
33031,33100
33032,33100
33033,33100
33034,33100
33035,33100
33039,33100
33054,33100
33055,33100
33056,33100
33060,33100
33061,33100
33062,33100
33063,33100
33064,33100
33065,33100
33066,33100
33067,33100
33068,33100
33069,33100
33071,33100
33073,33100
33074,33100
33075,33100
33076,33100
33077,33100
33081,33100
33082,33100
33083,33100
33084,33100
33090,33100
33092,33100
33093,33100
33097,33100
33101,33100
33106,33100
33109,33100
33112,33100
33114,33100
33116,33100
33119,33100
33122,33100
33124,33100
33125,33100
33126,33100
33127,33100
33128,33100
33129,33100
33130,33100
33131,33100
33132,33100
33133,33100
33134,33100
33135,33100
33136,33100
33137,33100
33138,33100
33139,33100
33140,33100
33141,33100
33142,33100
33143,33100
33144,33100
33145,33100
33146,33100
33147,33100
33149,33100
33150,33100
33152,33100
33153,33100
33154,33100
33155,33100
33156,33100
33157,33100
33158,33100
33160,33100
33161,33100
33162,33100
33163,33100
33164,33100
33165,33100
33166,33100
33167,33100
33168,33100
33169,33100
33170,33100
33172,33100
33173,33100
33174,33100
33175,33100
33176,33100
33177,33100
33178,33100
33179,33100
33180,33100
33181,33100
33182,33100
33183,33100
33184,33100
33185,33100
33186,33100
33187,33100
33189,33100
33190,33100
33191,33100
33192,33100
33193,33100
33194,33100
33195,33100
33196,33100
33197,33100
33198,33100
33199,33100
33206,33100
33222,33100
33231,33100
33233,33100
33234,33100
33238,33100
33239,33100
33242,33100
33243,33100
33245,33100
33247,33100
33255,33100
33256,33100
33257,33100
33261,33100
33265,33100
33266,33100
33269,33100
33280,33100
33283,33100
33296,33100
33301,33100
33302,33100
33304,33100
33305,33100
33306,33100
33307,33100
33308,33100
33309,33100
33310,33100
33311,33100
33312,33100
33313,33100
33314,33100
33315,33100
33316,33100
33317,33100
33318,33100
33319,33100
33320,33100
33321,33100
33322,33100
33323,33100
33324,33100
33325,33100
33326,33100
33327,33100
33328,33100
33329,33100
33330,33100
33331,33100
33332,33100
33334,33100
33335,33100
33338,33100
33339,33100
33345,33100
33346,33100
33348,33100
33351,33100
33355,33100
33359,33100
33388,33100
33394,33100
33401,33100
33402,33100
33403,33100
33404,33100
33405,33100
33406,33100
33407,33100
33408,33100
33409,33100
33410,33100
33411,33100
33412,33100
33413,33100
33414,33100
33415,33100
33416,33100
33417,33100
33418,33100
33419,33100
33420,33100
33421,33100
33422,33100
33424,33100
33425,33100
33426,33100
33427,33100
33428,33100
33429,33100
33430,33100
33431,33100
33432,33100
33433,33100
33434,33100
33435,33100
33436,33100
33437,33100
33438,33100
33441,33100
33442,33100
33443,33100
33444,33100
33445,33100
33446,33100
33448,33100
33449,33100
33454,33100
33458,33100
33459,33100
33460,33100
33461,33100
33462,33100
33463,33100
33464,33100
33465,33100
33466,33100
33467,33100
33468,33100
33469,33100
33470,33100
33472,33100
33473,33100
33474,33100
33476,33100
33477,33100
33478,33100
33480,33100
33481,33100
33482,33100
33483,33100
33484,33100
33486,33100
33487,33100
33488,33100
33493,33100
33496,33100
33497,33100
33498,33100
33499,33100
39901,12060
46301,16980
46302,16980
46303,16980
46304,16980
46307,16980
46308,16980
46310,16980
46311,16980
46312,16980
46319,16980
46320,16980
46321,16980
46322,16980
46323,16980
46324,16980
46327,16980
46341,16980
46342,16980
46347,16980
46349,16980
46355,16980
46356,16980
46368,16980
46372,16980
46373,16980
46375,16980
46376,16980
46377,16980
46379,16980
46380,16980
46381,16980
46383,16980
46384,16980
46385,16980
46392,16980
46393,16980
46394,16980
46401,16980
46402,16980
46403,16980
46404,16980
46405,16980
46406,16980
46407,16980
46408,16980
46409,16980
46410,16980
46411,16980
47922,16980
47943,16980
47948,16980
47951,16980
47963,16980
47964,16980
47977,16980
47978,16980
53101,16980
53102,16980
53104,16980
53109,16980
53140,16980
53141,16980
53142,16980
53143,16980
53144,16980
53152,16980
53158,16980
53159,16980
53168,16980
53170,16980
53171,16980
53179,16980
53181,16980
53192,16980
53194,16980
56998,47900
60002,16980
60004,16980
60005,16980
60006,16980
60007,16980
60008,16980
60009,16980
60010,16980
60011,16980
60012,16980
60013,16980
60014,16980
60015,16980
60016,16980
60017,16980
60018,16980
60020,16980
60021,16980
60022,16980
60025,16980
60026,16980
60029,16980
60030,16980
60031,16980
60033,16980
60034,16980
60035,16980
60037,16980
60038,16980
60039,16980
60040,16980
60041,16980
60042,16980
60043,16980
60044,16980
60045,16980
60046,16980
60047,16980
60048,16980
60050,16980
60051,16980
60053,16980
60055,16980
60056,16980
60060,16980
60061,16980
60062,16980
60064,16980
60065,16980
60067,16980
60068,16980
60069,16980
60070,16980
60071,16980
60072,16980
60073,16980
60074,16980
60075,16980
60076,16980
60077,16980
60078,16980
60079,16980
60081,16980
60082,16980
60083,16980
60084,16980
60085,16980
60086,16980
60087,16980
60088,16980
60089,16980
60090,16980
60091,16980
60093,16980
60095,16980
60096,16980
60097,16980
60098,16980
60099,16980
60101,16980
60102,16980
60103,16980
60104,16980
60106,16980
60107,16980
60108,16980
60109,16980
60110,16980
60111,16980
60112,16980
60115,16980
60117,16980
60118,16980
60119,16980
60120,16980
60121,16980
60122,16980
60123,16980
60124,16980
60126,16980
60129,16980
60130,16980
60131,16980
60133,16980
60134,16980
60135,16980
60136,16980
60137,16980
60138,16980
60139,16980
60140,16980
60141,16980
60142,16980
60143,16980
60144,16980
60145,16980
60146,16980
60147,16980
60148,16980
60150,16980
60151,16980
60152,16980
60153,16980
60154,16980
60155,16980
60156,16980
60157,16980
60159,16980
60160,16980
60161,16980
60162,16980
60163,16980
60164,16980
60165,16980
60168,16980
60169,16980
60171,16980
60172,16980
60173,16980
60174,16980
60175,16980
60176,16980
60177,16980
60178,16980
60179,16980
60180,16980
60181,16980
60183,16980
60184,16980
60185,16980
60186,16980
60187,16980
60188,16980
60189,16980
60190,16980
60191,16980
60192,16980
60193,16980
60194,16980
60195,16980
60196,16980
60199,16980
60201,16980
60202,16980
60203,16980
60204,16980
60208,16980
60301,16980
60302,16980
60303,16980
60304,16980
60305,16980
60401,16980
60402,16980
60403,16980
60404,16980
60406,16980
60407,16980
60408,16980
60409,16980
60410,16980
60411,16980
60412,16980
60415,16980
60416,16980
60417,16980
60418,16980
60419,16980
60421,16980
60422,16980
60423,16980
60424,16980
60425,16980
60426,16980
60428,16980
60429,16980
60430,16980
60431,16980
60432,16980
60433,16980
60434,16980
60435,16980
60436,16980
60437,16980
60438,16980
60439,16980
60440,16980
60441,16980
60442,16980
60443,16980
60444,16980
60445,16980
60446,16980
60447,16980
60448,16980
60449,16980
60450,16980
60451,16980
60452,16980
60453,16980
60454,16980
60455,16980
60456,16980
60457,16980
60458,16980
60459,16980
60461,16980
60462,16980
60463,16980
60464,16980
60465,16980
60466,16980
60467,16980
60468,16980
60469,16980
60471,16980
60472,16980
60473,16980
60474,16980
60475,16980
60476,16980
60477,16980
60478,16980
60479,16980
60480,16980
60481,16980
60482,16980
60484,16980
60487,16980
60490,16980
60491,16980
60499,16980
60501,16980
60502,16980
60503,16980
60504,16980
60505,16980
60506,16980
60507,16980
60510,16980
60511,16980
60512,16980
60513,16980
60514,16980
60515,16980
60516,16980
60517,16980
60519,16980
60520,16980
60521,16980
60522,16980
60523,16980
60525,16980
60526,16980
60527,16980
60532,16980
60534,16980
60536,16980
60538,16980
60539,16980
60540,16980
60541,16980
60542,16980
60543,16980
60544,16980
60545,16980
60546,16980
60548,16980
60550,16980
60554,16980
60555,16980
60556,16980
60558,16980
60559,16980
60560,16980
60561,16980
60563,16980
60564,16980
60565,16980
60566,16980
60567,16980
60569,16980
60585,16980
60586,16980
60598,16980
60599,16980
60601,16980
60602,16980
60603,16980
60604,16980
60605,16980
60606,16980
60607,16980
60608,16980
60609,16980
60610,16980
60611,16980
60612,16980
60613,16980
60614,16980
60615,16980
60616,16980
60617,16980
60618,16980
60619,16980
60620,16980
60621,16980
60622,16980
60623,16980
60624,16980
60625,16980
60626,16980
60628,16980
60629,16980
60630,16980
60631,16980
60632,16980
60633,16980
60634,16980
60636,16980
60637,16980
60638,16980
60639,16980
60640,16980
60641,16980
60642,16980
60643,16980
60644,16980
60645,16980
60646,16980
60647,16980
60649,16980
60651,16980
60652,16980
60653,16980
60654,16980
60655,16980
60656,16980
60657,16980
60659,16980
60660,16980
60661,16980
60666,16980
60668,16980
60669,16980
60670,16980
60673,16980
60674,16980
60675,16980
60677,16980
60678,16980
60681,16980
60682,16980
60684,16980
60685,16980
60686,16980
60687,16980
60688,16980
60689,16980
60690,16980
60693,16980
60694,16980
60695,16980
60697,16980
60699,16980
60701,16980
60706,16980
60707,16980
60712,16980
60714,16980
60803,16980
60804,16980
60805,16980
60827,16980
75001,19100
75002,19100
75006,19100
75007,19100
75009,19100
75010,19100
75011,19100
75013,19100
75014,19100
75015,19100
75016,19100
75017,19100
75019,19100
75022,19100
75023,19100
75024,19100
75025,19100
75026,19100
75027,19100
75028,19100
75029,19100
75030,19100
75032,19100
75033,19100
75034,19100
75035,19100
75038,19100
75039,19100
75040,19100
75041,19100
75042,19100
75043,19100
75044,19100
75045,19100
75046,19100
75047,19100
75048,19100
75049,19100
75050,19100
75051,19100
75052,19100
75053,19100
75054,19100
75056,19100
75057,19100
75060,19100
75061,19100
75062,19100
75063,19100
75065,19100
75067,19100
75068,19100
75069,19100
75070,19100
75071,19100
75074,19100
75075,19100
75077,19100
75078,19100
75080,19100
75081,19100
75082,19100
75083,19100
75085,19100
75086,19100
75087,19100
75088,19100
75089,19100
75093,19100
75094,19100
75097,19100
75098,19100
75099,19100
75101,19100
75104,19100
75106,19100
75114,19100
75115,19100
75116,19100
75118,19100
75119,19100
75121,19100
75123,19100
75125,19100
75126,19100
75132,19100
75134,19100
75135,19100
75137,19100
75138,19100
75141,19100
75142,19100
75146,19100
75147,19100
75149,19100
75150,19100
75152,19100
75154,19100
75157,19100
75158,19100
75159,19100
75160,19100
75161,19100
75164,19100
75165,19100
75166,19100
75167,19100
75168,19100
75172,19100
75173,19100
75180,19100
75181,19100
75182,19100
75185,19100
75187,19100
75189,19100
75201,19100
75202,19100
75203,19100
75204,19100
75205,19100
75206,19100
75207,19100
75208,19100
75209,19100
75210,19100
75211,19100
75212,19100
75214,19100
75215,19100
75216,19100
75217,19100
75218,19100
75219,19100
75220,19100
75221,19100
75222,19100
75223,19100
75224,19100
75225,19100
75226,19100
75227,19100
75228,19100
75229,19100
75230,19100
75231,19100
75232,19100
75233,19100
75234,19100
75235,19100
75236,19100
75237,19100
75238,19100
75240,19100
75241,19100
75242,19100
75243,19100
75244,19100
75246,19100
75247,19100
75248,19100
75249,19100
75250,19100
75251,19100
75252,19100
75253,19100
75254,19100
75260,19100
75261,19100
75270,19100
75287,19100
75313,19100
75315,19100
75336,19100
75339,19100
75342,19100
75354,19100
75355,19100
75356,19100
75357,19100
75360,19100
75367,19100
75370,19100
75371,19100
75372,19100
75374,19100
75376,19100
75378,19100
75379,19100
75380,19100
75381,19100
75382,19100
75390,19100
75398,19100
75401,19100
75402,19100
75403,19100
75404,19100
75407,19100
75409,19100
75422,19100
75423,19100
75424,19100
75428,19100
75442,19100
75453,19100
75454,19100
75458,19100
75474,19100
75485,19100
75496,19100
76001,19100
76002,19100
76003,19100
76004,19100
76005,19100
76006,19100
76007,19100
76008,19100
76009,19100
76010,19100
76011,19100
76012,19100
76013,19100
76014,19100
76015,19100
76016,19100
76017,19100
76018,19100
76019,19100
76020,19100
76021,19100
76022,19100
76023,19100
76028,19100
76031,19100
76033,19100
76034,19100
76035,19100
76036,19100
76039,19100
76040,19100
76041,19100
76043,19100
76044,19100
76048,19100
76049,19100
76050,19100
76051,19100
76052,19100
76053,19100
76054,19100
76058,19100
76059,19100
76060,19100
76061,19100
76063,19100
76064,19100
76065,19100
76066,19100
76070,19100
76071,19100
76073,19100
76077,19100
76078,19100
76082,19100
76084,19100
76085,19100
76086,19100
76087,19100
76088,19100
76092,19100
76093,19100
76094,19100
76095,19100
76096,19100
76097,19100
76098,19100
76099,19100
76101,19100
76102,19100
76103,19100
76104,19100
76105,19100
76106,19100
76107,19100
76108,19100
76109,19100
76110,19100
76111,19100
76112,19100
76113,19100
76114,19100
76115,19100
76116,19100
76117,19100
76118,19100
76119,19100
76120,19100
76121,19100
76122,19100
76123,19100
76124,19100
76126,19100
76127,19100
76129,19100
76130,19100
76131,19100
76132,19100
76133,19100
76134,19100
76135,19100
76136,19100
76137,19100
76140,19100
76147,19100
76148,19100
76155,19100
76161,19100
76162,19100
76163,19100
76164,19100
76177,19100
76179,19100
76180,19100
76182,19100
76185,19100
76190,19100
76191,19100
76192,19100
76193,19100
76195,19100
76196,19100
76197,19100
76199,19100
76201,19100
76202,19100
76203,19100
76204,19100
76205,19100
76206,19100
76207,19100
76208,19100
76209,19100
76210,19100
76225,19100
76226,19100
76227,19100
76234,19100
76244,19100
76246,19100
76247,19100
76248,19100
76249,19100
76258,19100
76259,19100
76262,19100
76266,19100
76267,19100
76426,19100
76431,19100
76439,19100
76462,19100
76467,19100
76476,19100
76485,19100
76487,19100
76490,19100
76623,19100
76651,19100
76670,19100
77001,26420
77002,26420
77003,26420
77004,26420
77005,26420
77006,26420
77007,26420
77008,26420
77009,26420
77010,26420
77011,26420
77012,26420
77013,26420
77014,26420
77015,26420
77016,26420
77017,26420
77018,26420
77019,26420
77020,26420
77021,26420
77022,26420
77023,26420
77024,26420
77025,26420
77026,26420
77027,26420
77028,26420
77029,26420
77030,26420
77031,26420
77032,26420
77033,26420
77034,26420
77035,26420
77036,26420
77037,26420
77038,26420
77039,26420
77040,26420
77041,26420
77042,26420
77043,26420
77044,26420
77045,26420
77046,26420
77047,26420
77048,26420
77049,26420
77050,26420
77051,26420
77052,26420
77053,26420
77054,26420
77055,26420
77056,26420
77057,26420
77058,26420
77059,26420
77060,26420
77061,26420
77062,26420
77063,26420
77064,26420
77065,26420
77066,26420
77067,26420
77068,26420
77069,26420
77070,26420
77071,26420
77072,26420
77073,26420
77074,26420
77075,26420
77076,26420
77077,26420
77078,26420
77079,26420
77080,26420
77081,26420
77082,26420
77083,26420
77084,26420
77085,26420
77086,26420
77087,26420
77088,26420
77089,26420
77090,26420
77091,26420
77092,26420
77093,26420
77094,26420
77095,26420
77096,26420
77098,26420
77099,26420
77201,26420
77204,26420
77205,26420
77206,26420
77207,26420
77208,26420
77210,26420
77215,26420
77217,26420
77218,26420
77219,26420
77220,26420
77221,26420
77222,26420
77223,26420
77224,26420
77225,26420
77226,26420
77227,26420
77228,26420
77230,26420
77231,26420
77233,26420
77234,26420
77235,26420
77236,26420
77237,26420
77238,26420
77240,26420
77241,26420
77242,26420
77243,26420
77244,26420
77245,26420
77248,26420
77249,26420
77251,26420
77252,26420
77253,26420
77254,26420
77255,26420
77256,26420
77257,26420
77258,26420
77259,26420
77261,26420
77262,26420
77263,26420
77265,26420
77266,26420
77267,26420
77268,26420
77269,26420
77270,26420
77271,26420
77272,26420
77273,26420
77274,26420
77275,26420
77277,26420
77279,26420
77280,26420
77282,26420
77284,26420
77287,26420
77288,26420
77289,26420
77290,26420
77291,26420
77292,26420
77293,26420
77301,26420
77302,26420
77303,26420
77304,26420
77305,26420
77306,26420
77315,26420
77316,26420
77318,26420
77325,26420
77327,26420
77328,26420
77333,26420
77336,26420
77338,26420
77339,26420
77345,26420
77346,26420
77347,26420
77353,26420
77354,26420
77355,26420
77356,26420
77357,26420
77362,26420
77365,26420
77368,26420
77369,26420
77372,26420
77373,26420
77375,26420
77377,26420
77378,26420
77379,26420
77380,26420
77381,26420
77382,26420
77383,26420
77384,26420
77385,26420
77386,26420
77387,26420
77388,26420
77389,26420
77391,26420
77393,26420
77396,26420
77401,26420
77402,26420
77406,26420
77407,26420
77410,26420
77411,26420
77413,26420
77417,26420
77418,26420
77422,26420
77423,26420
77429,26420
77430,26420
77431,26420
77433,26420
77441,26420
77444,26420
77445,26420
77446,26420
77447,26420
77449,26420
77450,26420
77451,26420
77452,26420
77459,26420
77461,26420
77463,26420
77464,26420
77466,26420
77469,26420
77471,26420
77473,26420
77474,26420
77476,26420
77477,26420
77478,26420
77479,26420
77480,26420
77481,26420
77484,26420
77485,26420
77486,26420
77487,26420
77489,26420
77491,26420
77492,26420
77493,26420
77494,26420
77496,26420
77497,26420
77498,26420
77501,26420
77502,26420
77503,26420
77504,26420
77505,26420
77506,26420
77507,26420
77508,26420
77510,26420
77511,26420
77512,26420
77514,26420
77515,26420
77516,26420
77517,26420
77518,26420
77520,26420
77521,26420
77522,26420
77523,26420
77530,26420
77531,26420
77532,26420
77533,26420
77534,26420
77535,26420
77536,26420
77538,26420
77539,26420
77541,26420
77542,26420
77545,26420
77546,26420
77547,26420
77549,26420
77550,26420
77551,26420
77552,26420
77553,26420
77554,26420
77555,26420
77560,26420
77561,26420
77562,26420
77563,26420
77564,26420
77565,26420
77566,26420
77568,26420
77571,26420
77572,26420
77573,26420
77574,26420
77575,26420
77577,26420
77578,26420
77580,26420
77581,26420
77582,26420
77583,26420
77584,26420
77586,26420
77587,26420
77588,26420
77590,26420
77591,26420
77597,26420
77598,26420
77623,26420
77650,26420
77661,26420
77665,26420
78931,26420
78933,26420
78944,26420
78950,26420
90001,31080
90002,31080
90003,31080
90004,31080
90005,31080
90006,31080
90007,31080
90008,31080
90009,31080
90010,31080
90011,31080
90012,31080
90013,31080
90014,31080
90015,31080
90016,31080
90017,31080
90018,31080
90019,31080
90020,31080
90021,31080
90022,31080
90023,31080
90024,31080
90025,31080
90026,31080
90027,31080
90028,31080
90029,31080
90030,31080
90031,31080
90032,31080
90033,31080
90034,31080
90035,31080
90036,31080
90037,31080
90038,31080
90039,31080
90040,31080
90041,31080
90042,31080
90043,31080
90044,31080
90045,31080
90046,31080
90047,31080
90048,31080
90049,31080
90050,31080
90051,31080
90052,31080
90053,31080
90054,31080
90055,31080
90056,31080
90057,31080
90058,31080
90059,31080
90060,31080
90061,31080
90062,31080
90063,31080
90064,31080
90065,31080
90066,31080
90067,31080
90068,31080
90069,31080
90070,31080
90071,31080
90072,31080
90073,31080
90074,31080
90075,31080
90076,31080
90077,31080
90078,31080
90079,31080
90081,31080
90082,31080
90083,31080
90084,31080
90086,31080
90087,31080
90089,31080
90090,31080
90091,31080
90093,31080
90094,31080
90095,31080
90099,31080
90201,31080
90202,31080
90209,31080
90210,31080
90211,31080
90212,31080
90213,31080
90220,31080
90221,31080
90222,31080
90223,31080
90224,31080
90230,31080
90231,31080
90232,31080
90239,31080
90240,31080
90241,31080
90242,31080
90245,31080
90247,31080
90248,31080
90249,31080
90250,31080
90251,31080
90254,31080
90255,31080
90260,31080
90261,31080
90262,31080
90263,31080
90264,31080
90265,31080
90266,31080
90267,31080
90270,31080
90272,31080
90274,31080
90275,31080
90277,31080
90278,31080
90280,31080
90290,31080
90291,31080
90292,31080
90293,31080
90294,31080
90295,31080
90296,31080
90301,31080
90302,31080
90303,31080
90304,31080
90305,31080
90306,31080
90307,31080
90308,31080
90309,31080
90310,31080
90401,31080
90402,31080
90403,31080
90404,31080
90405,31080
90406,31080
90408,31080
90409,31080
90501,31080
90502,31080
90503,31080
90504,31080
90505,31080
90506,31080
90507,31080
90508,31080
90509,31080
90510,31080
90601,31080
90602,31080
90603,31080
90604,31080
90605,31080
90606,31080
90607,31080
90608,31080
90609,31080
90610,31080
90620,31080
90621,31080
90622,31080
90623,31080
90624,31080
90630,31080
90631,31080
90632,31080
90633,31080
90637,31080
90638,31080
90639,31080
90640,31080
90650,31080
90651,31080
90652,31080
90660,31080
90661,31080
90662,31080
90670,31080
90671,31080
90680,31080
90701,31080
90702,31080
90703,31080
90704,31080
90706,31080
90707,31080
90710,31080
90711,31080
90712,31080
90713,31080
90714,31080
90715,31080
90716,31080
90717,31080
90720,31080
90721,31080
90723,31080
90731,31080
90732,31080
90733,31080
90734,31080
90740,31080
90742,31080
